name,M1,M10,M11,M12,M2,M3,M4,M5,M6,M7,M8,M9
BrilliantExp,0,0,0,0,0,0,0,0,0,0,0,0
Broadwater,0,0,0,0,0,0,0,0,0,0,0,0
BrownLake,1.145759972,1.145759972,1.108799973,1.145759972,1.034879974,1.145759972,1.108799973,1.145759972,1.108799973,1.145759972,1.145759972,1.108799973
Brownlee1,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee2,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee3,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee4,0,0,0,0,0,0,0,0,0,0,0,0
Brownlee5,0,0,0,0,0,0,0,0,0,0,0,0
Buntzen1-1,0,0,0,0,0,0,0,0,0,0,0,0
Butt_Valley_1,0,0,0,0,0,0,0,0,0,0,0,0
Bypass_GEN1,0,0,0,0,0,0,0,0,0,0,0,0
Bypass_GEN2,0,0,0,0,0,0,0,0,0,0,0,0
Bypass_GEN3,0,0,0,0,0,0,0,0,0,0,0,0
C_J_Strike_1,0,0,0,0,0,0,0,0,0,0,0,0
Camino_H1,0,0,0,0,0,0,0,0,0,0,0,0
Camino_H2,0,0,0,0,0,0,0,0,0,0,0,0
Canoe_Creek,0.870479968,0.870479968,0.842399969,0.870479968,0.786239971,0.870479968,0.842399969,0.870479968,0.842399969,0.870479968,0.870479968,0.842399969
Caribou_2_4,0,0,0,0,0,0,0,0,0,0,0,0
Caribou_2_5,0,0,0,0,0,0,0,0,0,0,0,0
Caribou1-1,0,0,0,0,0,0,0,0,0,0,0,0
Caribou1-2,0,0,0,0,0,0,0,0,0,0,0,0
Caribou1-3,0,0,0,0,0,0,0,0,0,0,0,0
Carmen_Smith_1,0,0,0,0,0,0,0,0,0,0,0,0
Carmen_Smith_2,0,0,0,0,0,0,0,0,0,0,0,0
Carmen_Smith_3,0,0,0,0,0,0,0,0,0,0,0,0
Cascade_ID_1,0,0,0,0,0,0,0,0,0,0,0,0
Cascade_ID_2,0,0,0,0,0,0,0,0,0,0,0,0
Cascade1_1,0,0,0,0,0,0,0,0,0,0,0,0
Cascade2_2,0,0,0,0,0,0,0,0,0,0,0,0
Castaic_7,0,0,0,0,0,0,0,0,0,0,0,0
Cedar_Falls_5,0,0,0,0,0,0,0,0,0,0,0,0
Cedar_Falls_6,0,0,0,0,0,0,0,0,0,0,0,0
Chandler_1,0,0,0,0,0,0,0,0,0,0,0,0
Chandler_2,0,0,0,0,0,0,0,0,0,0,0,0
Cheakamus_1,0,0,0,0,0,0,0,0,0,0,0,0
Cheakamus_2,0,0,0,0,0,0,0,0,0,0,0,0
Chelan_A_1,0,0,0,0,0,0,0,0,0,0,0,0
Chelan_A_2,0,0,0,0,0,0,0,0,0,0,0,0
ChiefJoseph01,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph02,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph03,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph04,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph05,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph06,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph07,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph08,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph09,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph10,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph11,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph12,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph13,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph14,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph15,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph16,7.506960112,7.506960112,7.264800108,7.506960112,6.780480101,7.506960112,7.264800108,7.506960112,7.264800108,7.506960112,7.506960112,7.264800108
ChiefJoseph17,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph18,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph19,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph20,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph21,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph22,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph23,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph24,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph25,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph26,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
ChiefJoseph27,9.292559829,9.292559829,8.992799834,9.292559829,8.393279845,9.292559829,8.992799834,9.292559829,8.992799834,9.292559829,9.292559829,8.992799834
China_Creek_1,0.498480013,0.498480013,0.482400012,0.498480013,0.450240011,0.498480013,0.482400012,0.498480013,0.482400012,0.498480013,0.498480013,0.482400012
China_Creek_2,0.498480013,0.498480013,0.482400012,0.498480013,0.450240011,0.498480013,0.482400012,0.498480013,0.482400012,0.498480013,0.498480013,0.482400012
Clear_Lake_CA,0,0,0,0,0,0,0,0,0,0,0,0
Clear_Lake_ID,0,0,0,0,0,0,0,0,0,0,0,0
Clearwater1,0,0,0,0,0,0,0,0,0,0,0,0
Clearwater2,0,0,0,0,0,0,0,0,0,0,0,0
Cochrane_COC1,0,0,0,0,0,0,0,0,0,0,0,0
Cochrane_COC2,0,0,0,0,0,0,0,0,0,0,0,0
Collierville1,4.1738401,6.257039886,0.604799981,5.4981599,4.179839859,3.816720085,3.513600082,8.474160253,9.842400058,1.778160078,1.40615999,1.742400055
Collierville2,4.1738401,6.257039886,0.604799981,5.4981599,4.179839859,3.816720085,3.513600082,8.474160253,9.842400058,1.778160078,1.40615999,1.742400055
CombieSouth1,0,0,0,0,0,0,0,0,0,0,0,0
CombieSouth2,0,0,0,0,0,0,0,0,0,0,0,0
CombieSouth3,0,0,0,0,0,0,0,0,0,0,0,0
ControlGorge1,0,0,0,0,0,0,0,0,0,0,0,0
Copco_2_1,0,0,0,0,0,0,0,0,0,0,0,0
Copco_2_2,0,0,0,0,0,0,0,0,0,0,0,0
Copco1-1,0,0,0,0,0,0,0,0,0,0,0,0
Copco1-2,0,0,0,0,0,0,0,0,0,0,0,0
Corra_Linn_1,0,0,0,0,0,0,0,0,0,0,0,0
Corra_Linn_2,0,0,0,0,0,0,0,0,0,0,0,0
Corra_Linn_3,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood_1,0,0,0,0,0,0,0,0,0,0,0,0
Cottonwood_2,0,0,0,0,0,0,0,0,0,0,0,0
CoveHydro1,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_1,0,0,0,0,0,0,0,0,0,0,0,0
Cow_Creek_2,0,0,0,0,0,0,0,0,0,0,0,0
Cowlitz_Falls1,0,0,0,0,0,0,0,0,0,0,0,0
Cowlitz_Falls2,0,0,0,0,0,0,0,0,0,0,0,0
CranberryCreekPower1,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
CranberryCreekPower2,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
CranberryCreekPower3,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
Crosscut_CC5,0,0,0,0,0,0,0,0,0,0,0,0
CrystalSprings,0,0,0,0,0,0,0,0,0,0,0,0
Cushman_2_31,0,0,0,0,0,0,0,0,0,0,0,0
Cushman_2_32,0,0,0,0,0,0,0,0,0,0,0,0
Cushman_2_33,0,0,0,0,0,0,0,0,0,0,0,0
Cushman1-21,0,0,0,0,0,0,0,0,0,0,0,0
Cushman1-22,0,0,0,0,0,0,0,0,0,0,0,0
Cypress_Creek_1,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
DallesDamNorthFshwy,0,0,0,0,0,0,0,0,0,0,0,0
DiabloHydro_31,20.20703989,20.20703989,19.55519989,20.20703989,18.2515199,20.20703989,19.55519989,20.20703989,19.55519989,20.20703989,20.20703989,19.55519989
DiabloHydro_32,20.20703989,20.20703989,19.55519989,20.20703989,18.2515199,20.20703989,19.55519989,20.20703989,19.55519989,20.20703989,20.20703989,19.55519989
Dickson_Dam1,0,0,0,0,0,0,0,0,0,0,0,0
Dickson_Dam2,0,0,0,0,0,0,0,0,0,0,0,0
Dickson_Dam3,0,0,0,0,0,0,0,0,0,0,0,0
Dietrich_Drop,0,0,0,0,0,0,0,0,0,0,0,0
Dillon_Hydro,0,0,0,0,0,0,0,0,0,0,0,0
DoranTaylor1,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
DoranTaylor2,0.446400018,0.446400018,0.432000017,0.446400018,0.403200016,0.446400018,0.432000017,0.446400018,0.432000017,0.446400018,0.446400018,0.432000017
Douglas_Kwalsa1,2.28407995,2.28407995,2.210399952,2.28407995,2.063039955,2.28407995,2.210399952,2.28407995,2.210399952,2.28407995,2.28407995,2.210399952
Douglas_Kwalsa2,2.28407995,2.28407995,2.210399952,2.28407995,2.063039955,2.28407995,2.210399952,2.28407995,2.210399952,2.28407995,2.28407995,2.210399952
Eagle_Lake_1,0.029759999,0.029759999,0.028799999,0.029759999,0.026879999,0.029759999,0.028799999,0.029759999,0.028799999,0.029759999,0.029759999,0.028799999
Eagle_Point_1,0,0,0,0,0,0,0,0,0,0,0,0
East_Highline_1,0,0,0,0,0,0,0,0,0,0,0,0
East_Toba1,11.68824003,11.68824003,11.31120003,11.68824003,10.55712003,11.68824003,11.31120003,11.68824003,11.31120003,11.68824003,11.68824003,11.31120003
East_Toba2,11.68824003,11.68824003,11.31120003,11.68824003,10.55712003,11.68824003,11.31120003,11.68824003,11.31120003,11.68824003,11.68824003,11.31120003
EastPortalGenerator1,0,0,0,0,0,0,0,0,0,0,0,0
EastSide,0,0,0,0,0,0,0,0,0,0,0,0
EastTwinCreek1,0.081839999,0.081839999,0.079199999,0.081839999,0.073919999,0.081839999,0.079199999,0.081839999,0.079199999,0.081839999,0.081839999,0.079199999
EastTwinCreek2,0.081839999,0.081839999,0.079199999,0.081839999,0.073919999,0.081839999,0.079199999,0.081839999,0.079199999,0.081839999,0.081839999,0.079199999
EastTwinCreek3,0.081839999,0.081839999,0.079199999,0.081839999,0.073919999,0.081839999,0.079199999,0.081839999,0.079199999,0.081839999,0.081839999,0.079199999
EchoDam1,0,0,0,0,0,0,0,0,0,0,0,0
EchoDam2,0,0,0,0,0,0,0,0,0,0,0,0
EchoDam3,0,0,0,0,0,0,0,0,0,0,0,0
EdwardCHyatt1,0,0,0,0,0,0,0,0,0,0,0,0
EdwardCHyatt3,0,0,0,0,0,0,0,0,0,0,0,0
EdwardCHyatt5,0,0,0,0,0,0,0,0,0,0,0,0
El_Vado_Dam_1,0,0,0,0,0,0,0,0,0,0,0,0
EldoradoResrvr,0.178559996,0.178559996,0.172799996,0.178559996,0.161279997,0.178559996,0.172799996,0.178559996,0.172799996,0.178559996,0.178559996,0.172799996
Electra_1,3.556320156,4.984799858,0.396000009,4.910399929,3.28607991,1.547519943,0.935999965,1.666560007,6.616799698,1.190400018,0.937439993,1.173599996
Electra_2,3.868799858,5.416320156,0.432000017,5.334480057,3.568319962,1.681439993,1.015199976,1.815360042,7.192799835,1.294560007,1.019280004,1.274399986
Electra_3,3.868799858,5.416320156,0.432000017,5.334480057,3.568319962,1.681439993,1.015199976,1.815360042,7.192799835,1.294560007,1.019280004,1.274399986
Electron_1,0,0,0,0,0,0,0,0,0,0,0,0
Electron_2,0,0,0,0,0,0,0,0,0,0,0,0
Electron_3,0,0,0,0,0,0,0,0,0,0,0,0
Electron_4,0,0,0,0,0,0,0,0,0,0,0,0
Elk_Creek,0,0,0,0,0,0,0,0,0,0,0,0
Elko_1,0,0,0,0,0,0,0,0,0,0,0,0
Elko_2,0,0,0,0,0,0,0,0,0,0,0,0
Eltopia_Branch,0,0,0,0,0,0,0,0,0,0,0,0
Fall_Creek_1,0,0,0,0,0,0,0,0,0,0,0,0
Fall_Creek_2,0,0,0,0,0,0,0,0,0,0,0,0
Fall_Creek_3,0,0,0,0,0,0,0,0,0,0,0,0
FallsRiver_BC_1,0,0,0,0,0,0,0,0,0,0,0,0
FallsRiver_BC_2,0,0,0,0,0,0,0,0,0,0,0,0
FallsRiver_ID1,0,0,0,0,0,0,0,0,0,0,0,0
FallsRiver_ID2,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_1,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_2,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_3,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_4,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_5,0,0,0,0,0,0,0,0,0,0,0,0
Faraday_6,0,0,0,0,0,0,0,0,0,0,0,0
FeltHydro1,0,0,0,0,0,0,0,0,0,0,0,0
FeltHydro2,0,0,0,0,0,0,0,0,0,0,0,0
FeltHydro3,0,0,0,0,0,0,0,0,0,0,0,0
Fire_Kwalsa1,2.008800036,2.008800036,1.944000035,2.008800036,1.814400032,2.008800036,1.944000035,2.008800036,1.944000035,2.008800036,2.008800036,1.944000035
Fire_Kwalsa2,2.008800036,2.008800036,1.944000035,2.008800036,1.814400032,2.008800036,1.944000035,2.008800036,1.944000035,2.008800036,2.008800036,1.944000035
Fish_Creek_1,0,0,0,0,0,0,0,0,0,0,0,0
FitzsimonsCreek,1.272240028,1.272240028,1.231200027,1.272240028,1.149120026,1.272240028,1.231200027,1.272240028,1.231200027,1.272240028,1.272240028,1.231200027
Fleish_1,0,0,0,0,0,0,0,0,0,0,0,0
Fontana1,0,0,0,0,0,0,0,0,0,0,0,0
Fontana2,0,0,0,0,0,0,0,0,0,0,0,0
Foothill_Feeder,0,0,0,0,0,0,0,0,0,0,0,0
FoothillFeeder1,0,0,0,0,0,0,0,0,0,0,0,0
FoothillFeeder2,0,0,0,0,0,0,0,0,0,0,0,0
Foothills_CO,0,0,0,0,0,0,0,0,0,0,0,0
Frankenheimer,0,0,0,0,0,0,0,0,0,0,0,0
Franklin_1,0,0,0,0,0,0,0,0,0,0,0,0
Fulton_QF,0,0,0,0,0,0,0,0,0,0,0,0
Furry_Creek,1.651680022,1.651680022,1.598400021,1.651680022,1.491840019,1.651680022,1.598400021,1.651680022,1.598400021,1.651680022,1.651680022,1.598400021
Gem_State_1,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown_1,0,0,0,0,0,0,0,0,0,0,0,0
Georgetown_2,0,0,0,0,0,0,0,0,0,0,0,0
GHOST1_1,0,0,0,0,0,0,0,0,0,0,0,0
GHOST2_2,0,0,0,0,0,0,0,0,0,0,0,0
GHOST3_3,0,0,0,0,0,0,0,0,0,0,0,0
GHOST4_4,0,0,0,0,0,0,0,0,0,0,0,0
GordonMShrum01,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum02,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum03,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum04,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum05,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum06,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum07,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum08,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum09,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
GordonMShrum10,4.679759972,4.679759972,4.528799973,4.679759972,4.226879974,4.679759972,4.528799973,4.679759972,4.528799973,4.679759972,4.679759972,4.528799973
Gorge21,6.606720085,6.606720085,6.393600082,6.606720085,5.967360077,6.606720085,6.393600082,6.606720085,6.393600082,6.606720085,6.606720085,6.393600082
Gorge22,6.606720085,6.606720085,6.393600082,6.606720085,5.967360077,6.606720085,6.393600082,6.606720085,6.393600082,6.606720085,6.606720085,6.393600082
Gorge23,6.606720085,6.606720085,6.393600082,6.606720085,5.967360077,6.606720085,6.393600082,6.606720085,6.393600082,6.606720085,6.606720085,6.393600082
